cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
ligqoj24,a497dea73b329a11331c9835fabff84a7e5eedcd,PMC,Symptomatic Venous Thromboembolism Is a Disease Related to Infection and Immune Dysfunction,10.7150/ijms.4453,PMC3410365,22859906,cc-by-nc-nd,"The characteristics of human genomics and cellular immune function between clinically symptomatic venous thromboembolism (VTE) and controls were systematically compared to explore the immunologic pathogenesis of VTE. Microarray assay showed the mRNA expressions of genes related to non-specific cellarer immune and cytokines were significantly down-regulated. Abnormal expressions of CD3+, CD4+, CD8+, NK marker CD16+56+, CD19 and aberrant CD4+/CD8+ ratio were detected in 54 among 56 patients. In PE patients, microarray assay revealed the imbalance in the expressions of genes related to the immune system. The expressions of genes related to non-specific immune cells and cytokines were markedly up-regulated and those associated with cellular immune were dramatically down-regulated. In VTE patients, cytological examination indicated the functions of NK cells were significantly compromised, and the antigen recognition and killing function of T cells markedly decreased. The consistence between genomic and cytological examination suggests the symptomatic VTE is closely associated with the infection and immune dysfunction.",2012-07-26,"Duan, Qianglin; Gong, Zhu; Song, Haoming; Wang, Lemin; Yang, Fan; Lv, Wei; Song, Yanli",Int J Med Sci,,,,document_parses/pdf_json/a497dea73b329a11331c9835fabff84a7e5eedcd.json,document_parses/pmc_json/PMC3410365.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3410365/,
iq30z094,b46bb07c38382805a513fca0f0e47f9fd1eb5be7,PMC,Cedar Virus: A Novel Henipavirus Isolated from Australian Bats,10.1371/journal.ppat.1002836,PMC3410871,22879820,cc-by,"The genus Henipavirus in the family Paramyxoviridae contains two viruses, Hendra virus (HeV) and Nipah virus (NiV) for which pteropid bats act as the main natural reservoir. Each virus also causes serious and commonly lethal infection of people as well as various species of domestic animals, however little is known about the associated mechanisms of pathogenesis. Here, we report the isolation and characterization of a new paramyxovirus from pteropid bats, Cedar virus (CedPV), which shares significant features with the known henipaviruses. The genome size (18,162 nt) and organization of CedPV is very similar to that of HeV and NiV; its nucleocapsid protein displays antigenic cross-reactivity with henipaviruses; and it uses the same receptor molecule (ephrin- B2) for entry during infection. Preliminary challenge studies with CedPV in ferrets and guinea pigs, both susceptible to infection and disease with known henipaviruses, confirmed virus replication and production of neutralizing antibodies although clinical disease was not observed. In this context, it is interesting to note that the major genetic difference between CedPV and HeV or NiV lies within the coding strategy of the P gene, which is known to play an important role in evading the host innate immune system. Unlike HeV, NiV, and almost all known paramyxoviruses, the CedPV P gene lacks both RNA editing and also the coding capacity for the highly conserved V protein. Preliminary study indicated that CedPV infection of human cells induces a more robust IFN-β response than HeV.",2012-08-02,"Marsh, Glenn A.; de Jong, Carol; Barr, Jennifer A.; Tachedjian, Mary; Smith, Craig; Middleton, Deborah; Yu, Meng; Todd, Shawn; Foord, Adam J.; Haring, Volker; Payne, Jean; Robinson, Rachel; Broz, Ivano; Crameri, Gary; Field, Hume E.; Wang, Lin-Fa",PLoS Pathog,,,,document_parses/pdf_json/b46bb07c38382805a513fca0f0e47f9fd1eb5be7.json,document_parses/pmc_json/PMC3410871.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3410871/,
bqount8a,7be0c55fb0d4bb5983591cdc5366c67d44aa1b4e,PMC,Host Modulators of H1N1 Cytopathogenicity,10.1371/journal.pone.0039284,PMC3410888,22876275,cc-by,"Influenza A virus infects 5–20% of the population annually, resulting in ∼35,000 deaths and significant morbidity. Current treatments include vaccines and drugs that target viral proteins. However, both of these approaches have limitations, as vaccines require yearly development and the rapid evolution of viral proteins gives rise to drug resistance. In consequence additional intervention strategies, that target host factors required for the viral life cycle, are under investigation. Here we employed arrayed whole-genome siRNA screening strategies to identify cell-autonomous molecular components that are subverted to support H1N1 influenza A virus infection of human bronchial epithelial cells. Integration across relevant public data sets exposed druggable gene products required for epithelial cell infection or required for viral proteins to deflect host cell suicide checkpoint activation. Pharmacological inhibition of representative targets, RGGT and CHEK1, resulted in significant protection against infection of human epithelial cells by the A/WS/33 virus. In addition, chemical inhibition of RGGT partially protected against H5N1 and the 2009 H1N1 pandemic strain. The observations reported here thus contribute to an expanding body of studies directed at decoding vulnerabilities in the command and control networks specified by influenza virulence factors.",2012-08-02,"Ward, Samuel E.; Kim, Hyun Seok; Komurov, Kakajan; Mendiratta, Saurabh; Tsai, Pei-Ling; Schmolke, Mirco; Satterly, Neal; Manicassamy, Balaji; Forst, Christian V.; Roth, Michael G.; García-Sastre, Adolfo; Blazewska, Katarzyna M.; McKenna, Charles E.; Fontoura, Beatriz M.; White, Michael A.",PLoS One,,,,document_parses/pdf_json/7be0c55fb0d4bb5983591cdc5366c67d44aa1b4e.json,document_parses/pmc_json/PMC3410888.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3410888/,
pyy1ega9,692088c942db684cd4e1ec03c927eb3ae6f6caf6,PMC,Association of Fcγ Receptor IIB Polymorphism with Cryptococcal Meningitis in HIV-Uninfected Chinese Patients,10.1371/journal.pone.0042439,PMC3411792,22879986,cc-by,"BACKGROUND: As important regulators of the immune system, the human Fcγ receptors (FcγRs) have been demonstrated to play important roles in the pathogenesis of various infectious diseases. The aim of the present study was to identify the association between FCGR polymorphisms and cryptococcal meningitis. METHODOLOGY/PRINCIPAL FINDINGS: In this case control genetic association study, we genotyped four functional polymorphisms in low-affinity FcγRs, including FCGR2A 131H/R, FCGR3A 158F/V, FCGR3B NA1/NA2, and FCGR2B 232I/T, in 117 patients with cryptococcal meningitis and 190 healthy controls by multiplex SNaPshot technology. Among the 117 patients with cryptococcal meningitis, 59 had predisposing factors. In patients with cryptococcal meningitis, the FCGR2B 232I/I genotype was over-presented (OR = 1.652, 95% CI [1.02–2.67]; P = 0.039) and the FCGR2B 232I/T genotype was under-presented (OR = 0.542, 95% CI [0.33–0.90]; P = 0.016) in comparison with control group. In cryptococcal meningitis patients without predisposing factors, FCGR2B 232I/I genotype was also more frequently detected (OR = 1.958, 95% CI [1.05–3.66]; P = 0.033), and the FCGR2B 232I/T genotype was also less frequently detected (OR = 0.467, 95% CI [0.24–0.91]; P = 0.023) than in controls. No significant difference was found among FCGR2A 131H/R, FCGR3A 158F/V, and FCGR3B NA1/NA2 genotype frequencies between patients and controls. CONCLUSION/SIGNIFICANCE: We found for the first time associations between cryptococcal meningitis and FCGR2B 232I/T genotypes, which suggested that FcγRIIB might play an important role in the central nervous system infection by Cryptococcus in HIV-uninfected individuals.",2012-08-03,"Hu, Xiu-Ping; Wu, Ji-Qin; Zhu, Li-Ping; Wang, Xuan; Xu, Bin; Wang, Rui-Ying; Ou, Xue-Ting; Weng, Xin-Hua",PLoS One,,,,document_parses/pdf_json/692088c942db684cd4e1ec03c927eb3ae6f6caf6.json,document_parses/pmc_json/PMC3411792.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3411792/,
bnl5qxlm,,PMC,Infectious Disease Transmission during Organ and Tissue Transplantation,10.3201/eid1808.120277,PMC3414044,22840823,no-cc,"Infectious disease transmission through organ and tissue transplantation has been associated with severe complications in recipients. Determination of donor-derived infectious risk associated with organ and tissue transplantation is challenging and limited by availability and performance characteristics of current donor epidemiologic screening (e.g., questionnaire) and laboratory testing tools. Common methods and standards for evaluating potential donors of organs and tissues are needed to facilitate effective data collection for assessing the risk for infectious disease transmission. Research programs can use advanced microbiological technologies to define infectious risks posed by pathogens that are known to be transplant transmissible and provide insights into transmission potential of emerging infectious diseases for which transmission characteristics are unknown. Key research needs are explored. Stakeholder collaboration for surveillance and research infrastructure is required to enhance transplant safety.",2012-08-02,"Greenwald, Melissa A.; Kuehnert, Matthew J.; Fishman, Jay A.",Emerg Infect Dis,,,,,document_parses/pmc_json/PMC3414044.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3414044/,
o2mim4it,618e40d95b850daa3fa1ef4b44299053869c73b6,PMC,Non-HIV Pneumocystis pneumonia: do conventional community-acquired pneumonia guidelines under estimate its severity?,10.1186/2049-6958-7-2,PMC3415119,22958656,cc-by,"BACKGROUND: Non-HIV Pneumocystis pneumonia (PCP) can occur in immunosuppressed patients having malignancy or on immunosuppressive agents. To classify severity, the A-DROP scale proposed by the Japanese Respiratory Society (JRS), the CURB-65 score of the British Respiratory Society (BTS) and the Pneumonia Severity Index (PSI) of the Infectious Diseases Society of America (IDSA) are widely used in patients with community-acquired pneumonia (CAP) in Japan. To evaluate how correctly these conventional prognostic guidelines for CAP reflect the severity of non-HIV PCP, we retrospectively analyzed 21 patients with non-HIV PCP. METHODS: A total of 21 patients were diagnosed by conventional staining and polymerase chain reaction (PCR) for respiratory samples with chest x-ray and computed tomography (CT) findings. We compared the severity of 21 patients with PCP classified by A-DROP, CURB-65, and PSI. Also, patients’ characteristics, clinical pictures, laboratory results at first visit or admission and intervals from diagnosis to start of specific-PCP therapy were evaluated in both survivor and non-survivor groups. RESULTS: Based on A-DROP, 18 patients were classified as mild or moderate; respiratory failure developed in 15 of these 18 (83.3%), and 7/15 (46.7%) died. Based on CURB-65, 19 patients were classified as mild or moderate; respiratory failure developed in 16/19 (84.2%), and 8 of the 16 (50%) died. In contrast, PSI classified 14 as severe or extremely severe; all of the 14 (100%) developed respiratory failure and 8/14 (57.1%) died. There were no significant differences in laboratory results in these groups. The time between the initial visit and diagnosis, and the time between the initial visit and starting of specific-PCP therapy were statistically shorter in the survivor group than in the non-survivor group. CONCLUSIONS: Conventional prognostic guidelines for CAP could underestimate the severity of non-HIV PCP, resulting in a therapeutic delay resulting in high mortality. The most important factor to improve the mortality of non-HIV PCP is early diagnosis and starting of specific-PCP therapy as soon as possible.",2012-06-11,"Asai, Nobuhiro; Motojima, Shinji; Ohkuni, Yoshihiro; Matsunuma, Ryo; Nakasima, Kei; Iwasaki, Takuya; Nakashita, Tamao; Otsuka, Yoshihito; Kaneko, Norihiro",Multidiscip Respir Med,,,,document_parses/pdf_json/618e40d95b850daa3fa1ef4b44299053869c73b6.json,document_parses/pmc_json/PMC3415119.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3415119/,
g0ke3xh1,25bdd8095f71bd8c6be54898b437e16896ea3790,PMC,Proteomic Investigation of Falciparum and Vivax Malaria for Identification of Surrogate Protein Markers,10.1371/journal.pone.0041751,PMC3415403,22912677,cc-by,"This study was conducted to analyze alterations in the human serum proteome as a consequence of infection by malaria parasites Plasmodium falciparum and P. vivax to obtain mechanistic insights about disease pathogenesis, host immune response, and identification of potential protein markers. Serum samples from patients diagnosed with falciparum malaria (FM) (n = 20), vivax malaria (VM) (n = 17) and healthy controls (HC) (n = 20) were investigated using multiple proteomic techniques and results were validated by employing immunoassay-based approaches. Specificity of the identified malaria related serum markers was evaluated by means of analysis of leptospirosis as a febrile control (FC). Compared to HC, 30 and 31 differentially expressed and statistically significant (p<0.05) serum proteins were identified in FM and VM respectively, and almost half (46.2%) of these proteins were commonly modulated due to both of the plasmodial infections. 13 proteins were found to be differentially expressed in FM compared to VM. Functional pathway analysis involving the identified proteins revealed the modulation of different vital physiological pathways, including acute phase response signaling, chemokine and cytokine signaling, complement cascades and blood coagulation in malaria. A panel of identified proteins consists of six candidates; serum amyloid A, hemopexin, apolipoprotein E, haptoglobin, retinol-binding protein and apolipoprotein A-I was used to build statistical sample class prediction models. By employing PLS-DA and other classification methods the clinical phenotypic classes (FM, VM, FC and HC) were predicted with over 95% prediction accuracy. Individual performance of three classifier proteins; haptoglobin, apolipoprotein A-I and retinol-binding protein in diagnosis of malaria was analyzed using receiver operating characteristic (ROC) curves. The discrimination of FM, VM, FC and HC groups on the basis of differentially expressed serum proteins demonstrates the potential of this analytical approach for the detection of malaria as well as other human diseases.",2012-08-09,"Ray, Sandipan; Renu, Durairaj; Srivastava, Rajneesh; Gollapalli, Kishore; Taur, Santosh; Jhaveri, Tulip; Dhali, Snigdha; Chennareddy, Srinivasarao; Potla, Ankit; Dikshit, Jyoti Bajpai; Srikanth, Rapole; Gogtay, Nithya; Thatte, Urmila; Patankar, Swati; Srivastava, Sanjeeva",PLoS One,,,,document_parses/pdf_json/25bdd8095f71bd8c6be54898b437e16896ea3790.json,document_parses/pmc_json/PMC3415403.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3415403/,
7vmevd9g,2e5bfe1233f49b63cd653c03a695b24f42adaedd,PMC,Novel Method for Isolation of Murine Clara Cell Secretory Protein-Expressing Cells with Traces of Stemness,10.1371/journal.pone.0043008,PMC3420884,22916196,cc0,"Clara cells are non-ciliated, secretory bronchiolar epithelial cells that serve to detoxify harmful inhaled substances. Clara cells also function as stem/progenitor cells for repair in the bronchioles. Clara cell secretory protein (CCSP) is specifically expressed in pulmonary Clara cells and is widely used as a Clara cell marker. In addition CCSP promoter is commonly used to direct gene expression into the lung in transgenic models. The discovery of CCSP immunoreactivity in plasma membranes of airway lining cells prompted us to explore the possibility of enriching Clara cells by flow cytometry. We established a novel and simple method for the isolation of CCSP-expressing cell Clara cells using a combination of mechanical and enzymatic dissociation followed by flow cytometry sorting technology. We showed that ∼25% of dissociated cells from whole lung expressed CCSP. In the resulting preparation, up to 98% of cells expressed CCSP. Notably, we found that several common stem cell markers including CD44, CD133, Sca-1 and Sox2 were expressed in CCSP(+) cells. Moreover, CCSP(+) cells were able to form spheroid colonies in vitro with 0.97‰ efficiency. Parallel studies in vivo confirmed that a small population of CCSP(−)expressing cells in mouse airways also demonstrates stem cell-like properties such as label retention and harboring rare bronchioalveolar stem cells (BASCs) in terminal bronchioles (TBs). We conclude that CCSP(+) cells exhibit a number of stem cell-like features including stem cell marker expression, bronchosphere colony formation and self-renewal ability. Clara cell isolation by flow cytometry sorting is a useful method for investigating the function of primary Clara cells in stem cell research and mouse models.",2012-08-16,"Wang, Xiao-Yang; Keefe, Kathleen M.; Jensen-Taubman, Sandra M.; Yang, Danlei; Yan, Kai; Linnoila, R. Ilona",PLoS One,,,,document_parses/pdf_json/2e5bfe1233f49b63cd653c03a695b24f42adaedd.json,document_parses/pmc_json/PMC3420884.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3420884/,
6f8vyziv,e6dcb411da6446850724d574d0e6bbb507a1f4ba,PMC,Development of Real-Time PCR Array for Simultaneous Detection of Eight Human Blood-Borne Viral Pathogens,10.1371/journal.pone.0043246,PMC3422334,22912836,cc0,"BACKGROUND: Real-time PCR array for rapid detection of multiple viral pathogens should be highly useful in cases where the sample volume and the time of testing are limited, i.e. in the eligibility testing of tissue and organ donors. FINDINGS: We developed a real-time PCR array capable of simultaneously detecting eight human viral pathogens: human immunodeficiency virus types 1 and 2 (HIV-1 and -2), hepatitis B virus (HBV), hepatitis C virus (HCV), human T-cell leukemia virus-1 and -2 (HTLV-1 and -2), vaccinia virus (VACV) and West Nile virus (WNV). One hundred twenty (120) primers were designed using a combination of bioinformatics approaches, and, after experimental testing, 24 primer sets targeting eight viral pathogens were selected to set up the array with SYBR Green chemistry. The specificity and sensitivity of the virus-specific primer sets selected for the array were evaluated using analytical panels with known amounts of viruses spiked into human plasma. The array detected: 10 genome equivalents (geq)/ml of HIV-2 and HCV, 50 geq of HIV-1 (subtype B), HBV (genotype A) and WNV. It detected 100–1,000 geq/ml of plasma of HIV-1 subtypes (A – G), group N and CRF (AE and AG) isolates. Further evaluation with a panel consisting of 28 HIV-1 and HIV-2 clinical isolates revealed no cross-reactivity of HIV-1 or HIV-2 specific primers with another type of HIV. All 28 viral isolates were identified with specific primer sets targeting the most conserved genome areas. The PCR array correctly identified viral infections in a panel of 17 previously quantified clinical plasma samples positive for HIV-1, HCV or HBV at as low as several geq per PCR reaction. CONCLUSIONS: The viral array described here demonstrated adequate performance in the testing of donors’ clinical samples. Further improvement in its sensitivity for the broad spectrum of HIV-1 subtypes is under development.",2012-08-17,"Pripuzova, Natalia; Wang, Richard; Tsai, Shien; Li, Bingjie; Hung, Guo-Chiuan; Ptak, Roger G.; Lo, Shyh-Ching",PLoS One,,,,document_parses/pdf_json/e6dcb411da6446850724d574d0e6bbb507a1f4ba.json,document_parses/pmc_json/PMC3422334.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422334/,
6ogoktah,db20be21b59adb1bac603a79aeea4154fd703db1,PMC,TcdC Does Not Significantly Repress Toxin Expression in Clostridium difficile 630ΔErm,10.1371/journal.pone.0043247,PMC3422341,22912837,cc-by,"In the past decade, Clostridium difficile has emerged as an important gut pathogen. Symptoms of C. difficile infection range from mild diarrhea to pseudomembranous colitis, sometimes resulting in colectomy or death. The main virulence factors of C. difficile are toxin A and toxin B. Besides the genes encoding these toxins (tcdA and tcdB), the pathogenicity locus (PaLoc) also contains genes encoding a sigma factor (tcdR) and a putative anti-sigma factor (tcdC). The important role of TcdR as a sigma factor for toxin expression is undisputed, whereas the role of TcdC as an anti-sigma factor, inhibiting toxin expression, is currently the subject of debate. To clarify the role of TcdC in toxin expression, we generated an isogenic ClosTron-based mutant of tcdC in Clostridium difficile strain 630Δ Erm (CT::tcdC) and determined the transcription levels of the PaLoc genes and the expression levels of the toxins in the wild type strain and the tcdC mutant strain. We found only minor differences in transcription levels of the PaLoc genes between the wild type and CT::tcdC strains and total toxin levels did not significantly differ either. These results suggest that in C. difficile 630Δerm TcdC is not a major regulator of toxin expression under the conditions tested.",2012-08-17,"Bakker, Dennis; Smits, Wiep Klaas; Kuijper, Ed J.; Corver, Jeroen",PLoS One,,,,document_parses/pdf_json/db20be21b59adb1bac603a79aeea4154fd703db1.json,document_parses/pmc_json/PMC3422341.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422341/,
tptwlmy4,c9603a2fe5e1644aba3da6a8d5911303ef7b89a1,PMC,Childhood Tuberculosis Presenting with Haemophagocytic Syndrome,10.1007/s12288-011-0114-y,PMC3422387,23997456,no-cc,"Haemophagocytic syndrome is a life threatening complication of systemic infection resulting from an exaggerated immune response to a triggering agent. Prompt recognition and treatment of this disorder can abrogate otherwise high fatality associated with this disorder. A 2 year old girl presented with acute enteritis, developed prolonged fever and organomegaly complicated by multi-organ failure. She fulfilled the diagnostic criteria for haemophagocytic lymphohistiocytosis including bone marrow evidence of haemophagocytosis. In addition she had serological evidence of tubercular infection as well as a positive family history of tuberculosis. She responded rapidly to immunosuppressive therapy and anti-tubercular therapy. Our case illustrates the association of haemophagocytic syndrome with tuberculosis as well as the favourable response obtained with prompt diagnosis and treatment.",2011-10-08,"Verma, Tarun; Aggarwal, Sameer",Indian J Hematol Blood Transfus,,,,document_parses/pdf_json/c9603a2fe5e1644aba3da6a8d5911303ef7b89a1.json,document_parses/pmc_json/PMC3422387.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422387/,
wyy6yw2o,9c39ab56559377e3b362be55e8e989e059a01fb0,PMC,Activation of the Canonical Bone Morphogenetic Protein (BMP) Pathway during Lung Morphogenesis and Adult Lung Tissue Repair,10.1371/journal.pone.0041460,PMC3423416,22916109,cc-by,"Signaling by Bone Morphogenetic Proteins (BMP) has been implicated in early lung development, adult lung homeostasis and tissue-injury repair. However, the precise mechanism of action and the spatio-temporal pattern of BMP-signaling during these processes remains inadequately described. To address this, we have utilized a transgenic line harboring a BMP-responsive eGFP-reporter allele (BRE-eGFP) to construct the first detailed spatiotemporal map of canonical BMP-pathway activation during lung development, homeostasis and adult-lung injury repair. We demonstrate that during the pseudoglandular stage, when branching morphogenesis progresses in the developing lung, canonical BMP-pathway is active mainly in the vascular network and the sub-epithelial smooth muscle layer of the proximal airways. Activation of the BMP-pathway becomes evident in epithelial compartments only after embryonic day (E) 14.5 primarily in cells negative for epithelial-lineage markers, located in the proximal portion of the airway-tree, clusters adjacent to neuro-epithelial-bodies (NEBs) and in a substantial portion of alveolar epithelial cells. The pathway becomes activated in isolated E12.5 mesenchyme-free distal epithelial buds cultured in Matrigel suggesting that absence of reporter activity in these regions stems from a dynamic cross-talk between endoderm and mesenchyme. Epithelial cells with activated BMP-pathway are enriched in progenitors capable of forming colonies in three-dimensional Matrigel cultures. As lung morphogenesis approaches completion, eGFP-expression declines and in adult lung its expression is barely detectable. However, upon tissue-injury, either with naphthalene or bleomycin, the canonical BMP-pathways is re-activated, in bronchial or alveolar epithelial cells respectively, in a manner reminiscent to early lung development and in tissue areas where reparatory progenitor cells reside. Our studies illustrate the dynamic activation of canonical BMP-pathway during lung development and adult lung tissue-repair and highlight its involvement in two important processes, namely, the early development of the pulmonary vasculature and the management of epithelial progenitor pools both during lung development and repair of adult lung tissue-injury.",2012-08-20,"Sountoulidis, Alexandros; Stavropoulos, Athanasios; Giaglis, Stavros; Apostolou, Eirini; Monteiro, Rui; Chuva de Sousa Lopes, Susana M.; Chen, Huaiyong; Stripp, Barry R.; Mummery, Christine; Andreakos, Evangelos; Sideras, Paschalis",PLoS One,,,,document_parses/pdf_json/9c39ab56559377e3b362be55e8e989e059a01fb0.json,document_parses/pmc_json/PMC3423416.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3423416/,
aclzp3iy,,PMC,Pulmonary sequelae in a patient recovered from swine flu,10.4103/0970-2113.99118,PMC3424870,22919170,cc-by-nc-sa,"The pandemic of swine flu (H1N1) influenza spread to involve the whole world rapidly. Many patients manifested a mild clinical illness but some developed pneumonia and respiratory failure. High mortality was observed in patients with severe disease. Among survivors, studies are limited. Ground-glass opacities on a high-resolution computerized tomography scan and reduced diffusion capacity were noted after 3 months in a study. But long-term complications in patients with swine flu pneumonia have not been studied well. We are presenting an unusual case of swine flu pneumonia who developed interstitial lung disease after recovery.",2012,"Singh, Virendra; Sharma, Bharat Bhushan; Patel, Vivek",Lung India,,,,,document_parses/pmc_json/PMC3424870.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3424870/,
yggoeu00,d92b7e913f313face4f704f326d15fca9a91183d,PMC,Dengue Virus Serotype 2 Blocks Extracellular Signal-Regulated Kinase and Nuclear Factor-κB Activation to Downregulate Cytokine Production,10.1371/journal.pone.0041635,PMC3425550,22927911,cc-by,"BACKGROUND: Dengue virus (DENV) infection is the most common mosquito-borne viral disease threatening human health around the world. Type I interferon (IFN) and cytokine production are crucial in the innate immune system. We previously reported that DENV serotype 2 (DENV-2) induced low levels of interferon regulatory factor 3 and NF-κB activation, thus leading to reduced production of IFN-β in the early phase of infection. Here, we determined whether DENV infection not only hampers type I IFN activation but also cytokine production triggered by Toll-like receptor (TLR) signaling. METHODOLOGY/PRINCIPAL FINDINGS: We used quantitative RT-PCR and found that only low levels of IFN-β and inflammatory cytokines such as interleukin 10 (IL-10), IL-12 and tumor necrosis factor α (TNFα) mRNA were detected in DENV-2–infected bone-marrow–derived dendritic cells. Furthermore, DENV-2 infection repressed cytokine production triggered by TLR signaling. To elucidate the molecular mechanisms underlying this suppression event, we measured NF-κB activation by p65 nuclear translocation and luciferase reporter assay and found that NF-κB activation triggered by TLR ligands was blocked by DENV-2 infection. As well, extracellular signal-regulated kinase (ERK) activity was suppressed by DENV-2 infection. CONCLUSIONS/SIGNIFICANCE: To downregulate the host innate immunity, DENV-2 by itself is a weak inducer of type I IFN and cytokines, furthermore DENV-2 can also block the TLR-triggered ERK–NF-κB activation and cytokine production.",2012-08-22,"Chang, Tsung-Hsien; Chen, Siang-Ru; Yu, Chia-Yi; Lin, You-Sheng; Chen, Yao-Shen; Kubota, Toru; Matsuoka, Mayumi; Lin, Yi-Ling",PLoS One,,,,document_parses/pdf_json/d92b7e913f313face4f704f326d15fca9a91183d.json,document_parses/pmc_json/PMC3425550.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3425550/,
0r4z1zea,65438bb97d2ff9725a706241b92f3be6f695f368,PMC,"High Influenza A Virus Infection Rates in Mallards Bred for Hunting in the Camargue, South of France",10.1371/journal.pone.0043974,PMC3428329,22952832,cc-by,"During the last decade, the role of wildlife in emerging pathogen transmission to domestic animals has often been pointed out. Conversely, far less attention has been paid to pathogen transmission from domestic animals to wildlife. Here, we focus on the case of game restocking, which implies the release of millions of animals worldwide each year. We conducted a 2-year study in the Camargue (Southern France) to investigate the influence of hand-reared Mallard releases on avian influenza virus dynamics in surrounding wildlife. We sampled Mallards (cloacal swabs) from several game duck facilities in 2009 and 2010 before their release. A very high (99%) infection rate caused by an H10N7 strain was detected in the game bird facility we sampled in 2009. We did not detect this strain in shot ducks we sampled, neither during the 2008/2009 nor the 2009/2010 hunting seasons. In 2010 infection rates ranged from 0 to 24% in hand-reared ducks. The 2009 H10N7 strain was fully sequenced. It results from multiple reassortment events between Eurasian low pathogenic strains. Interestingly, H10N7 strains had previously caused human infections in Egypt and Australia. The H10 and N7 segments we sequenced were clearly distinct from the Australian ones but they belonged to the same large cluster as the Egyptian ones. We did not observe any mutation linked to increased virulence, transmission to mammals, or antiviral resistance in the H10N7 strain we identified. Our results indicate that the potential role of hand-reared Mallards in influenza virus epizootics must be taken into account given the likely risk of viral exchange between game bird facilities and wild habitats, owing to duck rearing conditions. Measures implemented to limit transmission from wildlife to domestic animals as well as measures to control transmission from domestic animals to wild ones need to be equally reinforced.",2012-08-27,"Vittecoq, Marion; Grandhomme, Viviane; Champagnon, Jocelyn; Guillemain, Matthieu; Crescenzo-Chaigne, Bernadette; Renaud, François; Thomas, Frédéric; Gauthier-Clerc, Michel; van der Werf, Sylvie",PLoS One,,,,document_parses/pdf_json/65438bb97d2ff9725a706241b92f3be6f695f368.json,document_parses/pmc_json/PMC3428329.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3428329/,
7yo3qr0u,79fedd132f61a7c76b5e323cffb2af73caf9687c,PMC,Establishment of a Reverse Genetics System for Studying Human Bocavirus in Human Airway Epithelia,10.1371/journal.ppat.1002899,PMC3431310,22956907,cc-by,"Human bocavirus 1 (HBoV1) has been identified as one of the etiological agents of wheezing in young children with acute respiratory-tract infections. In this study, we have obtained the sequence of a full-length HBoV1 genome (including both termini) using viral DNA extracted from a nasopharyngeal aspirate of an infected patient, cloned the full-length HBoV1 genome, and demonstrated DNA replication, encapsidation of the ssDNA genome, and release of the HBoV1 virions from human embryonic kidney 293 cells. The HBoV1 virions generated from this cell line-based production system exhibits a typical icosahedral structure of approximately 26 nm in diameter, and is capable of productively infecting polarized primary human airway epithelia (HAE) from the apical surface. Infected HAE showed hallmarks of lung airway-tract injury, including disruption of the tight junction barrier, loss of cilia and epithelial cell hypertrophy. Notably, polarized HAE cultured from an immortalized airway epithelial cell line, CuFi-8 (originally derived from a cystic fibrosis patient), also supported productive infection of HBoV1. Thus, we have established a reverse genetics system and generated the first cell line-based culture system for the study of HBoV1 infection, which will significantly advance the study of HBoV1 replication and pathogenesis.",2012-08-30,"Huang, Qinfeng; Deng, Xuefeng; Yan, Ziying; Cheng, Fang; Luo, Yong; Shen, Weiran; Lei-Butters, Diana C. M.; Chen, Aaron Yun; Li, Yi; Tang, Liang; Söderlund-Venermo, Maria; Engelhardt, John F.; Qiu, Jianming",PLoS Pathog,,,,document_parses/pdf_json/79fedd132f61a7c76b5e323cffb2af73caf9687c.json,document_parses/pmc_json/PMC3431310.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3431310/,
